,0
824,-0.15304779
825,-0.15321818
826,-0.1533781
827,-0.15352106
828,-0.15364055
829,-0.15373006
830,-0.1537832
831,-0.15379374
832,-0.15375566
833,-0.15366359
834,-0.1535132
835,-0.15330136
836,-0.153026
837,-0.15268606
838,-0.15228137
839,-0.1518126
840,-0.15128118
841,-0.15068935
842,-0.15004002
843,-0.14933677
844,-0.14858374
845,-0.14778572
846,-0.14694802
847,-0.14607649
848,-0.1451775
849,-0.14425792
850,-0.143325
851,-0.14238642
852,-0.14145008
853,-0.14052409
854,-0.13961665
855,-0.13873594
856,-0.1378899
857,-0.1370862
858,-0.13633198
859,-0.1356337
860,-0.13499703
861,-0.13442639
862,-0.1339246
863,-0.13349277
864,-0.13313048
865,-0.13283591
866,-0.13260604
867,-0.13243684
868,-0.13232335
869,-0.13225988
870,-0.1322401
871,-0.13225727
872,-0.13230418
873,-0.13237344
874,-0.13245744
875,-0.13254844
876,-0.13263875
877,-0.13272074
878,-0.1327869
879,-0.13282992
880,-0.13284276
881,-0.13281874
882,-0.13275187
883,-0.13263728
884,-0.13247131
885,-0.13225137
886,-0.13197589
887,-0.13164428
888,-0.13125676
889,-0.13081442
890,-0.13031904
891,-0.12977314
892,-0.12917982
893,-0.1285428
894,-0.12786625
895,-0.12715486
896,-0.1264136
897,-0.12564777
898,-0.12486279
899,-0.1240642
900,-0.12325752
901,-0.12244819
902,-0.12164152
903,-0.12084256
904,-0.12005608
905,-0.11928645
906,-0.11853756
907,-0.117812544
908,-0.11711334
909,-0.116440706
910,-0.115794376
911,-0.11517319
912,-0.11457518
913,-0.113997705
914,-0.11343762
915,-0.11289133
916,-0.11235496
917,-0.11182439
918,-0.11129548
919,-0.1107643
920,-0.11022766
921,-0.109682955
922,-0.10912811
923,-0.10856125
924,-0.107981086
925,-0.10738701
926,-0.106778994
927,-0.10615758
928,-0.10552382
929,-0.10487922
930,-0.1042257
931,-0.10356553
932,-0.10290124
933,-0.102235556
934,-0.10157133
935,-0.10091145
936,-0.10025875
937,-0.09961592
938,-0.0989854
939,-0.098369345
940,-0.097769596
941,-0.0971876
942,-0.09662439
943,-0.09608069
944,-0.09555691
945,-0.09505322
946,-0.0945697
947,-0.09410647
948,-0.09366398
949,-0.09324301
950,-0.09284475
951,-0.09247117
952,-0.09212568
953,-0.09181376
954,-0.091543615
955,-0.09132685
956,-0.091178924
957,-0.091119446
958,-0.09117219
959,-0.09136478
960,-0.091727816
961,-0.0922936
962,-0.09309436
963,-0.09416013
964,-0.09551648
965,-0.097182244
966,-0.09916786
967,-0.10147312
968,-0.10408492
969,-0.10697447
970,-0.11009496
971,-0.11338067
972,-0.1167523
973,-0.12013256
974,-0.12346933
975,-0.12675296
976,-0.13001429
977,-0.13330878
978,-0.13669717
979,-0.14022863
980,-0.14392737
981,-0.147782
982,-0.15173809
983,-0.15569556
984,-0.15951289
985,-0.16301885
986,-0.16603
987,-0.16837044
988,-0.16988961
989,-0.17047475
990,-0.17005663
991,-0.16860865
992,-0.16614136
993,-0.16269441
994,-0.15832789
995,-0.1531144
996,-0.14713247
997,-0.14046183
998,-0.13317987
999,-0.1253597
1000,-0.11706897
1001,-0.10836957
1002,-0.09931772
1003,-0.089964315
1004,-0.08035548
1005,-0.07053314
1006,-0.060535617
1007,-0.05039818
1008,-0.04015349
1009,-0.029831901
1010,-0.019461725
1011,-0.009069216
1012,0.0013216224
1013,0.0116894115
1014,0.022016196
1015,0.032288447
1016,0.042498454
1017,0.05264605
1018,0.06274027
1019,0.07280088
1020,0.082858905
1021,0.09295509
1022,0.10313492
1023,0.11343813
1024,0.12388138
1025,0.13443632
1026,0.14501438
1027,0.15548337
1028,0.1657344
1029,0.17575528
1030,0.18562153
1031,0.19540903
1032,0.20512427
1033,0.21469451
1034,0.22399598
1035,0.23289445
1036,0.24128325
1037,0.24910487
1038,0.25634885
1039,0.26303262
1040,0.26918045
1041,0.2748114
1042,0.27993628
1043,0.2845601
1044,0.2886852
1045,0.2923143
1046,0.29545248
1047,0.29810807
1048,0.30029264
1049,0.30202046
1050,0.30330753
1051,0.3041707
1052,0.3046265
1053,0.30469033
1054,0.30437586
1055,0.30369446
1056,0.30265516
1057,0.3012646
1058,0.29952732
1059,0.29744595
1060,0.29502168
1061,0.2922547
1062,0.28914464
1063,0.2856911
1064,0.281894
1065,0.27775392
1066,0.27327263
1067,0.2684534
1068,0.26330116
1069,0.25782317
1070,0.2520289
1071,0.2459305
1072,0.23954283
1073,0.23288366
1074,0.22597362
1075,0.21883616
1076,0.21149723
1077,0.20398492
1078,0.19632888
1079,0.18855956
1080,0.18070737
1081,0.17280175
1082,0.16487014
1083,0.156937
1084,0.14902315
1085,0.14114559
1086,0.13331771
1087,0.12555005
1088,0.117851585
1089,0.11023144
1090,0.10270098
1091,0.09527583
1092,0.08797759
1093,0.080835626
1094,0.07388805
1095,0.067181386
1096,0.060768347
1097,0.05470369
1098,0.04903862
1099,0.043814674
1100,0.03905853
1101,0.03477871
1102,0.030965189
1103,0.027591875
1104,0.024621105
1105,0.02200917
1106,0.019711792
1107,0.017688647
1108,0.015906937
1109,0.014343132
1110,0.012983476
1111,0.011823118
1112,0.010864268
1113,0.010113646
1114,0.009579756
1115,0.009270514
1116,0.009191384
1117,0.009344234
1118,0.009726929
1119,0.010333312
1120,0.011153751
1121,0.012175655
1122,0.013384212
1123,0.0147630405
1124,0.01629476
1125,0.01796148
1126,0.01974522
1127,0.021628108
1128,0.023592776
1129,0.025622426
1130,0.027700951
1131,0.029813042
1132,0.03194428
1133,0.03408108
1134,0.036210835
1135,0.03832179
1136,0.040403176
1137,0.042445194
1138,0.044439036
1139,0.04637692
1140,0.048252117
1141,0.050058976
1142,0.05179285
1143,0.053450048
1144,0.05502782
1145,0.05652428
1146,0.05793842
1147,0.05926992
1148,0.060519144
1149,0.06168706
1150,0.06277517
1151,0.063785374
1152,0.06471989
1153,0.06558117
1154,0.06637182
1155,0.067094505
1156,0.06775197
1157,0.068346955
1158,0.06888227
1159,0.06936072
1160,0.06978512
1161,0.07015826
1162,0.07048295
1163,0.070761956
1164,0.07099798
1165,0.0711937
1166,0.071351714
1167,0.0714745
1168,0.071564466
1169,0.07162395
1170,0.07165514
1171,0.07166019
1172,0.071641065
1173,0.07159963
1174,0.071537524
1175,0.07145614
1176,0.07135667
1177,0.07124018
1178,0.07110756
1179,0.0709596
1180,0.07079698
1181,0.07062028
1182,0.070429966
1183,0.07022644
1184,0.07001009
1185,0.0697813
1186,0.06954052
1187,0.06928826
1188,0.06902505
1189,0.06875144
1190,0.06846807
1191,0.068175584
1192,0.0678746
1193,0.06756575
1194,0.06724964
1195,0.06692689
1196,0.06659812
1197,0.06626398
1198,0.06592518
1199,0.06558247
1200,0.06523665
1201,0.06488858
1202,0.0645391
1203,0.06418906
1204,0.0638393
1205,0.06349054
1206,0.06314346
1207,0.06279869
1208,0.062456798
1209,0.0621183
1210,0.061783597
1211,0.061452992
1212,0.06112662
1213,0.06080439
1214,0.06048612
1215,0.060171448
1216,0.059859917
1217,0.05955094
1218,0.059243836
1219,0.058937844
1220,0.058632143
1221,0.05832591
1222,0.05801834
1223,0.05770865
1224,0.057396103
1225,0.057080038
1226,0.056759857
1227,0.056435052
1228,0.0561052
1229,0.05576994
1230,0.055428963
1231,0.055082012
1232,0.05472879
1233,0.054369066
1234,0.05400263
1235,0.05362933
1236,0.05324915
1237,0.05286215
1238,0.052468516
1239,0.052068554
1240,0.051662702
1241,0.051251423
1242,0.050835244
1243,0.050414737
1244,0.04999047
1245,0.049563054
1246,0.049133074
1247,0.04870113
1248,0.048267815
1249,0.04783369
1250,0.047399156
1251,0.046964493
1252,0.04652987
1253,0.04609531
1254,0.04566086
1255,0.045226473
1256,0.044792134
1257,0.044357847
1258,0.04392364
1259,0.04348952
1260,0.043055564
1261,0.04262196
1262,0.042188965
1263,0.041756943
1264,0.041326392
1265,0.040897902
1266,0.04047215
1267,0.04004982
1268,0.039631665
1269,0.039218426
1270,0.038810886
1271,0.0384099
1272,0.038016338
1273,0.037631128
1274,0.03725529
1275,0.036889832
1276,0.03653586
1277,0.0361945
1278,0.035866886
1279,0.035554115
1280,0.03525722
1281,0.03497712
1282,0.034714647
1283,0.034470465
1284,0.03424511
1285,0.034038924
1286,0.033852093
1287,0.03368459
1288,0.033536125
1289,0.03340621
1290,0.033294093
1291,0.033198863
1292,0.03311943
1293,0.033054575
1294,0.03300299
1295,0.03296323
1296,0.032933787
1297,0.032913182
1298,0.03289987
1299,0.032892354
1300,0.032889128
1301,0.032888755
1302,0.032889873
1303,0.03289116
1304,0.032891445
1305,0.032889586
1306,0.032884553
1307,0.032875303
1308,0.032860953
1309,0.032840747
1310,0.032814056
1311,0.03278049
1312,0.032739937
1313,0.032692492
1314,0.03263844
1315,0.032578237
1316,0.03251253
1317,0.03244205
1318,0.03236757
1319,0.032289933
1320,0.032209985
1321,0.032128565
1322,0.032046493
1323,0.031964563
1324,0.03188354
1325,0.031804126
1326,0.031726934
1327,0.03165247
1328,0.031581126
1329,0.031513248
1330,0.0314491
1331,0.0313889
1332,0.031332802
1333,0.03128086
1334,0.031233117
1335,0.031189594
1336,0.031150255
1337,0.031115122
1338,0.031084193
1339,0.031057488
1340,0.031035075
1341,0.031017024
1342,0.031003455
1343,0.030994458
1344,0.030990163
1345,0.030990677
1346,0.030996094
1347,0.031006554
1348,0.031022208
1349,0.031043269
1350,0.031069973
1351,0.031102592
1352,0.031141376
1353,0.031186553
1354,0.031238327
1355,0.03129683
1356,0.031362128
1357,0.031434223
1358,0.031513046
1359,0.03159846
1360,0.031690255
1361,0.031788174
1362,0.03189191
1363,0.032001037
1364,0.032115072
1365,0.032233424
1366,0.03235541
1367,0.03248036
1368,0.032607567
1369,0.03273634
1370,0.032865927
1371,0.032995656
1372,0.033124927
1373,0.03325317
1374,0.03337989
1375,0.03350472
1376,0.03362735
1377,0.033747625
1378,0.033865485
1379,0.03398102
1380,0.034094434
1381,0.03420595
1382,0.034315813
1383,0.034424283
1384,0.03453156
1385,0.03463788
1386,0.034743417
1387,0.03484838
1388,0.03495292
1389,0.035057105
1390,0.035160977
1391,0.035264436
1392,0.0353673
1393,0.035469253
1394,0.035569843
1395,0.03566849
1396,0.035764437
1397,0.035856828
1398,0.035944596
1399,0.036026575
1400,0.036101434
1401,0.036167633
1402,0.03622346
1403,0.036267042
1404,0.036296498
1405,0.036309887
1406,0.036305346
1407,0.036281075
1408,0.036235347
1409,0.036166597
1410,0.036073387
1411,0.03595446
1412,0.035808764
1413,0.03563549
1414,0.03543417
1415,0.035204615
1416,0.034946974
1417,0.034661736
1418,0.03434969
1419,0.03401198
1420,0.033650104
1421,0.033265863
1422,0.032861464
1423,0.032439444
1424,0.03200268
1425,0.031554412
1426,0.031098165
1427,0.03063785
1428,0.030177712
1429,0.029722363
1430,0.029276779
1431,0.028846396
1432,0.028437065
1433,0.028055193
1434,0.027707791
1435,0.027402675
1436,0.027148576
1437,0.026955402
1438,0.026834311
1439,0.026797911
1440,0.02686027
1441,0.027036872
1442,0.027344307
1443,0.027799645
1444,0.028419433
1445,0.029218253
1446,0.030207086
1447,0.031391483
1448,0.03277
1449,0.03433322
1450,0.0360637
1451,0.0379371
1452,0.039924186
1453,0.04199372
1454,0.044115562
1455,0.04626372
1456,0.048418634
1457,0.050568957
1458,0.052712116
1459,0.05485443
1460,0.057010114
1461,0.0592001
1462,0.061450332
1463,0.06379009
1464,0.06624996
1465,0.06885847
1466,0.07163812
1467,0.07460452
1468,0.07776625
1469,0.08112559
1470,0.08467916
1471,0.08841903
1472,0.09233389
1473,0.09641015
1474,0.10063323
1475,0.104988866
1476,0.109464325
1477,0.11404971
1478,0.11873906
1479,0.12353131
1480,0.12843081
1481,0.13344713
1482,0.13859425
1483,0.14388886
1484,0.14934747
1485,0.15498327
1486,0.16080277
1487,0.16680323
1488,0.17297164
1489,0.1792859
1490,0.18571776
1491,0.19223647
1492,0.19881217
1493,0.20541824
1494,0.212033
1495,0.21864067
1496,0.22523193
1497,0.23180388
1498,0.2383603
1499,0.2449115
1500,0.2514745
1501,0.25807276
1502,0.26473537
1503,0.27149457
1504,0.27838206
1505,0.2854242
1506,0.29263836
1507,0.30003247
1508,0.30760717
1509,0.3153591
1510,0.32328236
1511,0.3313676
1512,0.33959845
1513,0.3479471
1514,0.35637027
1515,0.364807
1516,0.37317953
1517,0.38139892
1518,0.3893765
1519,0.3970394
1520,0.40434614
1521,0.41129547
1522,0.41792464
1523,0.42429554
1524,0.4304744
1525,0.43651232
1526,0.44243225
1527,0.44822487
1528,0.45385185
1529,0.45925367
1530,0.4643588
1531,0.46909133
1532,0.4733777
1533,0.47715166
1534,0.48035643
1535,0.4829452
1536,0.48488104
1537,0.48613587
1538,0.48668927
1539,0.4865272
1540,0.48564067
1541,0.48402452
1542,0.4816766
1543,0.47859725
1544,0.47478893
1545,0.4702567
1546,0.46500868
1547,0.45905685
