,0
1548,0.45241815
1549,0.4451153
1550,0.43717757
1551,0.4286414
1552,0.41955015
1553,0.40995365
1554,0.39990717
1555,0.3894696
1556,0.3787017
1557,0.367664
1558,0.3564152
1559,0.34501076
1560,0.3335026
1561,0.32193965
1562,0.31036913
1563,0.29883868
1564,0.2873982
1565,0.2761021
1566,0.26501146
1567,0.25419563
1568,0.24373262
1569,0.23370643
1570,0.22420178
1571,0.21529834
1572,0.20706567
1573,0.19955976
1574,0.19282125
1575,0.18687558
1576,0.18173392
1577,0.17739454
1578,0.17384396
1579,0.17105803
1580,0.16900302
1581,0.16763693
1582,0.1669109
1583,0.16677102
1584,0.16716048
1585,0.16802166
1586,0.16929811
1587,0.17093599
1588,0.17288466
1589,0.17509694
1590,0.17752925
1591,0.18014118
1592,0.1828954
1593,0.18575723
1594,0.18869421
1595,0.19167596
1596,0.1946739
1597,0.19766125
1598,0.20061314
1599,0.20350707
1600,0.2063236
1601,0.20904645
1602,0.21166241
1603,0.21416116
1604,0.21653509
1605,0.2187792
1606,0.22089086
1607,0.22286959
1608,0.22471686
1609,0.22643577
1610,0.22803058
1611,0.22950606
1612,0.2308673
1613,0.23211972
1614,0.23326938
1615,0.23432317
1616,0.23528889
1617,0.23617487
1618,0.23698986
1619,0.23774287
1620,0.238443
1621,0.23909923
1622,0.23972033
1623,0.24031469
1624,0.24089004
1625,0.24145298
1626,0.24200892
1627,0.24256223
1628,0.24311621
1629,0.2436732
1630,0.24423468
1631,0.2448013
1632,0.24537301
1633,0.24594909
1634,0.24652815
1635,0.24710833
1636,0.2476873
1637,0.2482623
1638,0.24883032
1639,0.24938808
1640,0.24993217
1641,0.25045913
1642,0.2509655
1643,0.25144795
1644,0.25190324
1645,0.25232843
1646,0.25272092
1647,0.25307873
1648,0.25340086
1649,0.25368735
1650,0.25393906
1651,0.25415763
1652,0.25434545
1653,0.2545054
1654,0.25464088
1655,0.25475565
1656,0.25485352
1657,0.25493807
1658,0.25501296
1659,0.25508198
1660,0.2551489
1661,0.25521734
1662,0.25529087
1663,0.2553725
1664,0.25546438
1665,0.25556773
1666,0.25568295
1667,0.25580966
1668,0.25594676
1669,0.25609252
1670,0.2562447
1671,0.2564006
1672,0.25655714
1673,0.25671104
1674,0.25685874
1675,0.2569966
1676,0.257121
1677,0.25722837
1678,0.2573156
1679,0.2573803
1680,0.2574207
1681,0.2574351
1682,0.2574221
1683,0.2573804
1684,0.2573091
1685,0.25720793
1686,0.25707754
1687,0.25691965
1688,0.25673684
1689,0.25653252
1690,0.2563108
1691,0.25607637
1692,0.25583455
1693,0.25559115
1694,0.25535235
1695,0.25512466
1696,0.2549149
1697,0.25473005
1698,0.2545772
1699,0.25446343
1700,0.2543958
1701,0.25438127
1702,0.2544265
1703,0.25453767
1704,0.25471985
1705,0.254977
1706,0.25531197
1707,0.25572678
1708,0.25622255
1709,0.2567997
1710,0.25745794
1711,0.25819644
1712,0.2590139
1713,0.2599085
1714,0.26087815
1715,0.26192042
1716,0.26303264
1717,0.26421195
1718,0.26545522
1719,0.26675916
1720,0.26812032
1721,0.26953512
1722,0.27099985
1723,0.27251068
1724,0.27406365
1725,0.27565467
1726,0.2772796
1727,0.27893412
1728,0.28061396
1729,0.28231478
1730,0.28403226
1731,0.28576204
1732,0.28749996
1733,0.28924197
1734,0.2909845
1735,0.29272503
1736,0.2944619
1737,0.29619434
1738,0.2979223
1739,0.29964593
1740,0.30136505
1741,0.30307904
1742,0.30478677
1743,0.30648664
1744,0.30817643
1745,0.30985343
1746,0.3115144
1747,0.31315553
1748,0.31477246
1749,0.31636035
1750,0.3179138
1751,0.3194269
1752,0.3208933
1753,0.32230613
1754,0.3236581
1755,0.32494166
1756,0.326149
1757,0.32727215
1758,0.32830325
1759,0.32923454
1760,0.3300586
1761,0.3307684
1762,0.3313576
1763,0.33182055
1764,0.33215246
1765,0.33234957
1766,0.33240917
1767,0.33232984
1768,0.33211175
1769,0.33175662
1770,0.3312675
1771,0.3306486
1772,0.32990503
1773,0.32904273
1774,0.32806826
1775,0.3269887
1776,0.32581148
1777,0.32454434
1778,0.32319522
1779,0.3217722
1780,0.32028344
1781,0.31873727
1782,0.31714204
1783,0.3155061
1784,0.31383798
1785,0.31214613
1786,0.31043917
1787,0.30872574
1788,0.30701458
1789,0.30531448
1790,0.30363432
1791,0.30198306
1792,0.30036968
1793,0.29880324
1794,0.29729268
1795,0.2958469
1796,0.29447463
1797,0.29318428
1798,0.29198387
1799,0.290881
1800,0.28988266
1801,0.28899515
1802,0.2882241
1803,0.28757405
1804,0.28704804
1805,0.28664744
1806,0.28637233
1807,0.2862216
1808,0.2861932
1809,0.28628442
1810,0.28649214
1811,0.28681302
1812,0.2872437
1813,0.28778088
1814,0.2884215
1815,0.28916276
1816,0.29000214
1817,0.29093742
1818,0.29196665
1819,0.29308802
1820,0.29430002
1821,0.2956012
1822,0.29699022
1823,0.2984658
1824,0.3000265
1825,0.30167085
1826,0.3033972
1827,0.30520374
1828,0.3070883
1829,0.3090484
1830,0.3110813
1831,0.31318367
1832,0.31535178
1833,0.31758142
1834,0.31986776
1835,0.32220554
1836,0.32458872
1837,0.3270107
1838,0.32946408
1839,0.3319408
1840,0.33443198
1841,0.33692807
1842,0.33941874
1843,0.34189296
1844,0.34433895
1845,0.34674442
1846,0.34909654
1847,0.35138202
1848,0.3535875
1849,0.35569963
1850,0.35770538
1851,0.35959235
1852,0.36134893
1853,0.3629647
1854,0.3644306
1855,0.3657391
1856,0.36688438
1857,0.36786282
1858,0.3686733
1859,0.36931708
1860,0.36979765
1861,0.37012017
1862,0.37029135
1863,0.3703192
1864,0.37021253
1865,0.36998102
1866,0.36963478
1867,0.36918432
1868,0.36864027
1869,0.36801338
1870,0.36731434
1871,0.36655375
1872,0.36574215
1873,0.36488977
1874,0.36400676
1875,0.3631029
1876,0.36218783
1877,0.36127076
1878,0.36036062
1879,0.359466
1880,0.35859504
1881,0.35775545
1882,0.35695446
1883,0.35619873
1884,0.3554941
1885,0.35484532
1886,0.3542559
1887,0.35372835
1888,0.35326415
1889,0.35286385
1890,0.35252717
1891,0.3522531
1892,0.35204002
1893,0.35188565
1894,0.3517873
1895,0.3517419
1896,0.35174614
1897,0.3517967
1898,0.35189044
1899,0.35202423
1900,0.35219476
1901,0.35239872
1902,0.3526331
1903,0.3528954
1904,0.35318404
1905,0.35349792
1906,0.35383618
1907,0.35419786
1908,0.3545819
1909,0.35498726
1910,0.35541347
1911,0.3558606
1912,0.35632914
1913,0.35682005
1914,0.35733446
1915,0.35787377
1916,0.3584391
1917,0.35903087
1918,0.35964876
1919,0.3602917
1920,0.3609579
1921,0.36164507
1922,0.3623503
1923,0.3630703
1924,0.36380127
1925,0.36453912
1926,0.36527947
1927,0.36601776
1928,0.36674938
1929,0.3674697
1930,0.3681742
1931,0.36885855
1932,0.36951873
1933,0.37015107
1934,0.37075245
1935,0.37132052
1936,0.37185416
1937,0.37235346
1938,0.37281963
1939,0.37325487
1940,0.37366223
1941,0.37404552
1942,0.37440908
1943,0.37475774
1944,0.37509665
1945,0.37543118
1946,0.3757668
1947,0.37610903
1948,0.37646323
1949,0.37683436
1950,0.37722653
1951,0.37764302
1952,0.37808624
1953,0.3785579
1954,0.379059
1955,0.37958992
1956,0.38015053
1957,0.3807401
1958,0.38135758
1959,0.38200146
1960,0.38266993
1961,0.38336083
1962,0.38407183
1963,0.38480034
1964,0.38554373
1965,0.38629952
1966,0.3870657
1967,0.38784102
1968,0.3886246
1969,0.38941598
1970,0.39021462
1971,0.39101937
1972,0.3918284
1973,0.39263922
1974,0.39344886
1975,0.39425382
1976,0.39505023
1977,0.39583394
1978,0.3966006
1979,0.3973457
1980,0.3980646
1981,0.39875275
1982,0.3994057
1983,0.4000191
1984,0.40058902
1985,0.40111184
1986,0.40158442
1987,0.40200418
1988,0.40236944
1989,0.40267977
1990,0.40293598
1991,0.40313998
1992,0.4032947
1993,0.40340397
1994,0.40347227
1995,0.40350485
1996,0.4035074
1997,0.40348616
1998,0.40344766
1999,0.40339866
2000,0.40334612
2001,0.40329707
2002,0.40325853
2003,0.40323746
2004,0.40324065
2005,0.4032747
2006,0.4033456
2007,0.40345857
2008,0.4036178
2009,0.40382665
2010,0.4040877
2011,0.4044027
2012,0.40477294
2013,0.40519896
2014,0.40568092
2015,0.40621853
2016,0.40681106
2017,0.4074575
2018,0.40815657
2019,0.40890676
2020,0.40970638
2021,0.41055363
2022,0.4114466
