neurons,time_steps,l2_factor,model_file,R2_Train,MSE_Train,R2_Validation,MSE_Validation,R2_Test,MSE_Test
5,4,0.7,saved_models/model_U5_TS4_L2-0.7.keras,0.9231011271476746,0.005932766478508711,0.8925549983978271,0.015000197105109692,0.7669419646263123,0.012674585916101933
15,4,0.2,saved_models/model_U15_TS4_L2-0.2.keras,0.9099774360656738,0.006945261266082525,0.8888591527938843,0.015516163781285286,0.7644919157028198,0.012807830236852169
12,4,0.2,saved_models/model_U12_TS4_L2-0.2.keras,0.912878155708313,0.00672146724537015,0.9009619951248169,0.013826507143676281,0.764287531375885,0.01281894464045763
11,3,0.7,saved_models/model_U11_TS3_L2-0.7.keras,0.9457728862762451,0.004181734751909971,0.8551577925682068,0.02020641602575779,0.7635730504989624,0.012851475737988949
9,3,0.7,saved_models/model_U9_TS3_L2-0.7.keras,0.9501186013221741,0.003846612060442567,0.9124950766563416,0.012207496911287308,0.762714684009552,0.012898134998977184
6,4,0.7,saved_models/model_U6_TS4_L2-0.7.keras,0.9120049476623535,0.006788837257772684,0.9012700319290161,0.013783508911728859,0.7623905539512634,0.012922108173370361
10,4,0.2,saved_models/model_U10_TS4_L2-0.2.keras,0.9245269894599915,0.0058227600529789925,0.8912374973297119,0.015184126794338226,0.7623029947280884,0.012926872819662094
13,3,0.2,saved_models/model_U13_TS3_L2-0.2.keras,0.93163001537323,0.0052723633125424385,0.8987230658531189,0.014128784649074078,0.7621126174926758,0.012930860742926598
8,4,0.7,saved_models/model_U8_TS4_L2-0.7.keras,0.9507215023040771,0.0038018478080630302,0.9002667665481567,0.013923566788434982,0.7613679766654968,0.01297772116959095
11,3,0.2,saved_models/model_U11_TS3_L2-0.2.keras,0.9032401442527771,0.007461654953658581,0.8886041641235352,0.015540435910224915,0.7581835389137268,0.013144434429705143
13,2,0.2,saved_models/model_U13_TS2_L2-0.2.keras,0.895121157169342,0.00808408297598362,0.8689539432525635,0.018268465995788574,0.7568831443786621,0.013208622112870216
6,2,0.2,saved_models/model_U6_TS2_L2-0.2.keras,0.908589243888855,0.007045960519462824,0.8723788857460022,0.017791010439395905,0.7562496662139893,0.01324304286390543
14,3,0.7,saved_models/model_U14_TS3_L2-0.7.keras,0.9311614632606506,0.005308497231453657,0.8747286200523376,0.017476163804531097,0.7558835744857788,0.013269453309476376
15,3,0.7,saved_models/model_U15_TS3_L2-0.7.keras,0.9000392556190491,0.007708492688834667,0.8938656449317932,0.014806424267590046,0.7544112801551819,0.013349482789635658
7,4,0.7,saved_models/model_U7_TS4_L2-0.7.keras,0.895750105381012,0.008042902685701847,0.8801714181900024,0.016729043796658516,0.7522504925727844,0.013473564758896828
8,2,0.7,saved_models/model_U8_TS2_L2-0.7.keras,0.8773152828216553,0.00945656280964613,0.8586053848266602,0.01971110887825489,0.7519081830978394,0.013478916138410568
13,3,0.7,saved_models/model_U13_TS3_L2-0.7.keras,0.9237498641014099,0.005880044307559729,0.8974706530570984,0.014303501695394516,0.7495744228363037,0.013612402603030205
10,2,0.7,saved_models/model_U10_TS2_L2-0.7.keras,0.9130530953407288,0.006701885722577572,0.8725880980491638,0.017761847004294395,0.7462769746780396,0.013784859329462051
7,4,0.2,saved_models/model_U7_TS4_L2-0.2.keras,0.9240936636924744,0.005856191739439964,0.8983803987503052,0.014186919666826725,0.7455442547798157,0.013838275335729122
12,3,0.2,saved_models/model_U12_TS3_L2-0.2.keras,0.9358646273612976,0.004945810418576002,0.878250002861023,0.016984904184937477,0.7379710078239441,0.014243129640817642
12,3,0.7,saved_models/model_U12_TS3_L2-0.7.keras,0.9179203510284424,0.00632958859205246,0.8837827444076538,0.016213057562708855,0.7376649379730225,0.014259766787290573
5,3,0.2,saved_models/model_U5_TS3_L2-0.2.keras,0.9284981489181519,0.005513881333172321,0.819656491279602,0.025159083306789398,0.7372832894325256,0.014280511997640133
7,2,0.7,saved_models/model_U7_TS2_L2-0.7.keras,0.9045151472091675,0.007359994575381279,0.8642781376838684,0.01892029494047165,0.736076831817627,0.014339040033519268
15,2,0.7,saved_models/model_U15_TS2_L2-0.7.keras,0.9025260210037231,0.007513316813856363,0.8682183027267456,0.018371012061834335,0.7346595525741577,0.014416038990020752
12,4,0.7,saved_models/model_U12_TS4_L2-0.7.keras,0.9353388547897339,0.004988622851669788,0.8790402412414551,0.016886968165636063,0.7339215278625488,0.014470362104475498
10,4,0.7,saved_models/model_U10_TS4_L2-0.7.keras,0.9177501201629639,0.006345595233142376,0.8783892393112183,0.01697784848511219,0.7334194183349609,0.014497670345008373
7,2,0.2,saved_models/model_U7_TS2_L2-0.2.keras,0.9377657771110535,0.004797028843313456,0.8650795221328735,0.018808575347065926,0.7321382761001587,0.014553018845617771
5,2,0.7,saved_models/model_U5_TS2_L2-0.7.keras,0.9177372455596924,0.0063408296555280685,0.8669238686561584,0.01855146884918213,0.7313754558563232,0.01459446456283331
11,2,0.7,saved_models/model_U11_TS2_L2-0.7.keras,0.8809370994567871,0.009177394211292267,0.8684988617897034,0.018331903964281082,0.7287964820861816,0.014734580181539059
6,2,0.7,saved_models/model_U6_TS2_L2-0.7.keras,0.85951167345047,0.010828870348632336,0.8524224162101746,0.02057304047048092,0.7276467680931091,0.014797046780586243
10,2,0.2,saved_models/model_U10_TS2_L2-0.2.keras,0.8833451271057129,0.008991784416139126,0.8603895902633667,0.019462378695607185,0.7273615598678589,0.01481254119426012
9,3,0.2,saved_models/model_U9_TS3_L2-0.2.keras,0.9138222932815552,0.006645610556006432,0.8891679048538208,0.015461785718798637,0.7271549105644226,0.01483106054365635
7,3,0.7,saved_models/model_U7_TS3_L2-0.7.keras,0.906982421875,0.007173068821430206,0.8866111636161804,0.01581847295165062,0.7265128493309021,0.014865959994494915
9,2,0.2,saved_models/model_U9_TS2_L2-0.2.keras,0.9429709315299988,0.004395811818540096,0.8612034320831299,0.01934892125427723,0.7233767509460449,0.015029038302600384
12,2,0.2,saved_models/model_U12_TS2_L2-0.2.keras,0.9407570362091064,0.004566458985209465,0.8414258360862732,0.022106021642684937,0.7206870317459106,0.015175173990428448
15,2,0.2,saved_models/model_U15_TS2_L2-0.2.keras,0.88607257604599,0.008781548589468002,0.8614246845245361,0.01931808330118656,0.7201697826385498,0.015203273855149746
10,3,0.7,saved_models/model_U10_TS3_L2-0.7.keras,0.9111496210098267,0.006851713638752699,0.877092182636261,0.017146427184343338,0.7133187055587769,0.015583153814077377
5,2,0.2,saved_models/model_U5_TS2_L2-0.2.keras,0.9061874747276306,0.007231087889522314,0.8897292017936707,0.015372293069958687,0.709497332572937,0.015783114358782768
8,2,0.2,saved_models/model_U8_TS2_L2-0.2.keras,0.8850460052490234,0.008860676549375057,0.8644843101501465,0.018891550600528717,0.709464430809021,0.01578490249812603
14,2,0.7,saved_models/model_U14_TS2_L2-0.7.keras,0.8627051711082458,0.010582713410258293,0.857153058052063,0.019913561642169952,0.7052992582321167,0.01601119339466095
14,2,0.2,saved_models/model_U14_TS2_L2-0.2.keras,0.8900797963142395,0.008472670800983906,0.8603842258453369,0.01946312189102173,0.7052596807479858,0.01601334474980831
13,2,0.7,saved_models/model_U13_TS2_L2-0.7.keras,0.8984588980674744,0.007826807908713818,0.8630782961845398,0.01908755674958229,0.7037479877471924,0.01609547808766365
11,2,0.2,saved_models/model_U11_TS2_L2-0.2.keras,0.8696138858795166,0.01005018875002861,0.8633466362953186,0.019050151109695435,0.6965577602386475,0.016486123204231262
12,2,0.7,saved_models/model_U12_TS2_L2-0.7.keras,0.9059140086174011,0.007252168375998735,0.8265305757522583,0.02418249286711216,0.691908597946167,0.016738714650273323
9,2,0.7,saved_models/model_U9_TS2_L2-0.7.keras,0.9271509051322937,0.005615222733467817,0.8812586069107056,0.016553133726119995,0.679049551486969,0.017437350004911423
