neurons,time_steps,l2_factor,model_file,R2_Train,MSE_Train,R2_Validation,MSE_Validation,R2_Test,MSE_Test
18,4,0.9,saved_models/model_U18_TS4_L2-0.9.keras,0.9077031016349792,0.007120723836123943,0.8950114846229553,0.014657247811555862,0.8223669528961182,0.00966036319732666
19,4,0.9,saved_models/model_U19_TS4_L2-0.9.keras,0.894302487373352,0.008154584094882011,0.8861779570579529,0.015890484675765038,0.8086373805999756,0.010407031513750553
18,4,0.1,saved_models/model_U18_TS4_L2-0.1.keras,0.930726170539856,0.005344489589333534,0.8951536417007446,0.014637400396168232,0.8081489205360413,0.010433592833578587
12,4,0.9,saved_models/model_U12_TS4_L2-0.9.keras,0.9230468273162842,0.005936954636126757,0.90134596824646,0.013772902078926563,0.805596649646759,0.010572398081421852
13,4,0.1,saved_models/model_U13_TS4_L2-0.1.keras,0.9303250312805176,0.0053754402324557304,0.9027400016784668,0.013578291051089764,0.8045570850372314,0.010628930293023586
19,3,0.1,saved_models/model_U19_TS3_L2-0.1.keras,0.8974934816360474,0.007904812693595886,0.8789817094802856,0.016882825642824173,0.8023236393928528,0.010745108127593994
15,4,0.1,saved_models/model_U15_TS4_L2-0.1.keras,0.9142662286758423,0.006614380981773138,0.8990126252174377,0.014098656363785267,0.7983126640319824,0.010968525893986225
10,4,0.1,saved_models/model_U10_TS4_L2-0.1.keras,0.9219902753829956,0.006018469110131264,0.9094376564025879,0.012643239460885525,0.7937246561050415,0.01121804304420948
11,3,0.9,saved_models/model_U11_TS3_L2-0.9.keras,0.9127761125564575,0.006726285442709923,0.8859803080558777,0.015906481072306633,0.79207843542099,0.011302007362246513
15,3,0.1,saved_models/model_U15_TS3_L2-0.1.keras,0.9045140743255615,0.007363414391875267,0.8826977014541626,0.01636442542076111,0.7909326553344727,0.011364290490746498
16,4,0.9,saved_models/model_U16_TS4_L2-0.9.keras,0.9118670225143433,0.006799476221203804,0.8977571129798889,0.014273935928940773,0.788740873336792,0.011489077471196651
11,4,0.1,saved_models/model_U11_TS4_L2-0.1.keras,0.9227197170257568,0.00596218928694725,0.9049288630485535,0.013272703625261784,0.7836092710494995,0.011768152005970478
17,4,0.9,saved_models/model_U17_TS4_L2-0.9.keras,0.9015681743621826,0.007594038732349873,0.8957152962684631,0.014558996073901653,0.7835810780525208,0.011769687756896019
14,4,0.1,saved_models/model_U14_TS4_L2-0.1.keras,0.929481565952301,0.005440512206405401,0.8827069401741028,0.016375066712498665,0.7787559032440186,0.012032097205519676
10,4,0.9,saved_models/model_U10_TS4_L2-0.9.keras,0.9335049390792847,0.0051301103085279465,0.8912192583084106,0.015186677686870098,0.7771099209785461,0.012121615000069141
20,3,0.1,saved_models/model_U20_TS3_L2-0.1.keras,0.9236515164375305,0.005887628998607397,0.8955323696136475,0.014573905616998672,0.777108907699585,0.01211570668965578
13,3,0.1,saved_models/model_U13_TS3_L2-0.1.keras,0.9100075364112854,0.0069397869519889355,0.8874424695968628,0.0157025009393692,0.776576578617096,0.012144642882049084
14,3,0.1,saved_models/model_U14_TS3_L2-0.1.keras,0.9395806789398193,0.004659248515963554,0.8983655571937561,0.014178655110299587,0.7754819393157959,0.012204144150018692
16,3,0.1,saved_models/model_U16_TS3_L2-0.1.keras,0.8975846171379089,0.007897782139480114,0.8863519430160522,0.015854638069868088,0.7740849852561951,0.012280077673494816
17,4,0.1,saved_models/model_U17_TS4_L2-0.1.keras,0.9403053522109985,0.004605453927069902,0.8907310962677002,0.015254825353622437,0.7695549726486206,0.012532479129731655
14,4,0.9,saved_models/model_U14_TS4_L2-0.9.keras,0.93292236328125,0.0051750545389950275,0.9045133590698242,0.013330711051821709,0.7693151235580444,0.012545526027679443
17,3,0.9,saved_models/model_U17_TS3_L2-0.9.keras,0.8901302814483643,0.008472626097500324,0.8841228485107422,0.016165608540177345,0.7678115367889404,0.012621084228157997
15,4,0.9,saved_models/model_U15_TS4_L2-0.9.keras,0.9218468070030212,0.006029535084962845,0.9039309024810791,0.01341202761977911,0.7675827741622925,0.012639736756682396
15,3,0.9,saved_models/model_U15_TS3_L2-0.9.keras,0.902944803237915,0.00748443091288209,0.88527512550354,0.016004856675863266,0.7664919495582581,0.012692814692854881
12,4,0.1,saved_models/model_U12_TS4_L2-0.1.keras,0.9448105096817017,0.00425788015127182,0.896175742149353,0.014494710601866245,0.7651647329330444,0.012771240435540676
18,3,0.9,saved_models/model_U18_TS3_L2-0.9.keras,0.911001980304718,0.006863101851195097,0.8858495354652405,0.015924721956253052,0.7650784850120544,0.012769644148647785
20,4,0.1,saved_models/model_U20_TS4_L2-0.1.keras,0.9313002228736877,0.005300203803926706,0.9097619652748108,0.012597964145243168,0.7647780776023865,0.012792267836630344
20,4,0.9,saved_models/model_U20_TS4_L2-0.9.keras,0.9347088932991028,0.0050372229889035225,0.887462317943573,0.01571117341518402,0.7641142010688782,0.012828371487557888
19,4,0.1,saved_models/model_U19_TS4_L2-0.1.keras,0.9412882924079895,0.004529622849076986,0.9028010964393616,0.013569754548370838,0.7624333500862122,0.012919781729578972
12,3,0.1,saved_models/model_U12_TS3_L2-0.1.keras,0.9190165996551514,0.0062450529076159,0.8844897747039795,0.01611441746354103,0.761315643787384,0.012974183075129986
10,3,0.1,saved_models/model_U10_TS3_L2-0.1.keras,0.9228270053863525,0.005951208993792534,0.8853594064712524,0.01599309593439102,0.7586246728897095,0.013120453804731369
16,4,0.1,saved_models/model_U16_TS4_L2-0.1.keras,0.916251540184021,0.006461210548877716,0.8970122337341309,0.014377926476299763,0.7585551738739014,0.013130689971148968
17,3,0.1,saved_models/model_U17_TS3_L2-0.1.keras,0.9014753699302673,0.007597746793180704,0.8925124406814575,0.014995208941400051,0.7575855851173401,0.013176937587559223
14,3,0.9,saved_models/model_U14_TS3_L2-0.9.keras,0.9170962572097778,0.00639313692227006,0.8834871053695679,0.01625429466366768,0.7567973732948303,0.013219783082604408
18,3,0.1,saved_models/model_U18_TS3_L2-0.1.keras,0.9523099064826965,0.003677632659673691,0.8936773538589478,0.014832694083452225,0.7551843523979187,0.013307462446391582
20,3,0.9,saved_models/model_U20_TS3_L2-0.9.keras,0.9156417846679688,0.0065052988938987255,0.8766193985939026,0.017212389037013054,0.7521456480026245,0.013472636230289936
12,3,0.9,saved_models/model_U12_TS3_L2-0.9.keras,0.9246196150779724,0.005812974646687508,0.8732954263687134,0.0176760982722044,0.7486587762832642,0.01366217341274023
11,4,0.9,saved_models/model_U11_TS4_L2-0.9.keras,0.9364916086196899,0.004899683874100447,0.8695516586303711,0.01821165531873703,0.7430793642997742,0.013972325250506401
19,3,0.9,saved_models/model_U19_TS3_L2-0.9.keras,0.9275739789009094,0.005585145205259323,0.8952938914299011,0.01460717711597681,0.7415921688079834,0.014046291820704937
14,2,0.9,saved_models/model_U14_TS2_L2-0.9.keras,0.9200777411460876,0.006160425953567028,0.8442994356155396,0.021705426275730133,0.7414996027946472,0.01404441799968481
15,2,0.1,saved_models/model_U15_TS2_L2-0.1.keras,0.8901442289352417,0.008467704057693481,0.8708564043045044,0.018003256991505623,0.7410980463027954,0.014066236093640327
13,4,0.9,saved_models/model_U13_TS4_L2-0.9.keras,0.9150260090827942,0.006555764004588127,0.8969375491142273,0.014388353563845158,0.7409567832946777,0.014087757095694542
