neurons,time_steps,l2_factor,model_file,R2_Train,MSE_Train,R2_Validation,MSE_Validation,R2_Test,MSE_Test
13,2,0.1,saved_models/model_U13_TS2_L2-0.1.keras,0.912550687789917,0.00674061244353652,0.8265908360481262,0.02417409047484398,0.7369190454483032,0.014293280430138111
17,2,0.9,saved_models/model_U17_TS2_L2-0.9.keras,0.8850916028022766,0.008857162669301033,0.8733361959457397,0.017657559365034103,0.734346866607666,0.014433028176426888
18,2,0.9,saved_models/model_U18_TS2_L2-0.9.keras,0.8962327241897583,0.007998405955731869,0.8593571186065674,0.01960630901157856,0.7321710586547852,0.014551240019500256
11,3,0.1,saved_models/model_U11_TS3_L2-0.1.keras,0.9445773363113403,0.004273927304893732,0.904198408126831,0.013364939019083977,0.7319554090499878,0.01457011979073286
16,3,0.9,saved_models/model_U16_TS3_L2-0.9.keras,0.8940783739089966,0.008168168365955353,0.8824525475502014,0.01639862172305584,0.7309620380401611,0.014624113216996193
13,3,0.9,saved_models/model_U13_TS3_L2-0.9.keras,0.9065104126930237,0.007209468632936478,0.8894056081771851,0.015428627841174603,0.7288656234741211,0.014738068915903568
11,2,0.1,saved_models/model_U11_TS2_L2-0.1.keras,0.9255185723304749,0.005741043481975794,0.8349297046661377,0.02301161177456379,0.7287420630455017,0.014737538993358612
19,2,0.9,saved_models/model_U19_TS2_L2-0.9.keras,0.9173589944839478,0.006369984708726406,0.8375571966171265,0.02264532819390297,0.7287280559539795,0.014738298021256924
10,3,0.9,saved_models/model_U10_TS3_L2-0.9.keras,0.9160923361778259,0.006470554508268833,0.8952826857566833,0.01460874080657959,0.7279359102249146,0.014788608066737652
10,2,0.1,saved_models/model_U10_TS2_L2-0.1.keras,0.920040488243103,0.006163297686725855,0.8735712170600891,0.01762479729950428,0.7247998118400574,0.01495172269642353
12,2,0.1,saved_models/model_U12_TS2_L2-0.1.keras,0.8777111768722534,0.009426046162843704,0.858678936958313,0.019700853154063225,0.7247089147567749,0.014956659637391567
16,2,0.1,saved_models/model_U16_TS2_L2-0.1.keras,0.9064547419548035,0.007210487965494394,0.8654100894927979,0.01876249723136425,0.7211705446243286,0.015148899517953396
20,2,0.1,saved_models/model_U20_TS2_L2-0.1.keras,0.8860514760017395,0.008783177472651005,0.8532007932662964,0.02046453021466732,0.7207139134407043,0.015173710882663727
14,2,0.1,saved_models/model_U14_TS2_L2-0.1.keras,0.9011235237121582,0.007621421478688717,0.8707822561264038,0.018013589084148407,0.7188185453414917,0.015276688151061535
10,2,0.9,saved_models/model_U10_TS2_L2-0.9.keras,0.8855587840080261,0.008821153081953526,0.8585001826286316,0.019725771620869637,0.7180556058883667,0.015318135730922222
15,2,0.9,saved_models/model_U15_TS2_L2-0.9.keras,0.9073520302772522,0.007141323294490576,0.8733324408531189,0.017658080905675888,0.7175618410110474,0.01534496434032917
13,2,0.9,saved_models/model_U13_TS2_L2-0.9.keras,0.9501885175704956,0.00383948115631938,0.8682317733764648,0.018369141966104507,0.7166022062301636,0.015397103503346443
18,2,0.1,saved_models/model_U18_TS2_L2-0.1.keras,0.8845876455307007,0.008896008133888245,0.8647010326385498,0.01886134035885334,0.7150163650512695,0.015483258292078972
19,2,0.1,saved_models/model_U19_TS2_L2-0.1.keras,0.8852519989013672,0.008844800293445587,0.857125461101532,0.019917413592338562,0.7145225405693054,0.015510090626776218
12,2,0.9,saved_models/model_U12_TS2_L2-0.9.keras,0.89898681640625,0.007786117494106293,0.859289288520813,0.019615767523646355,0.7090646624565125,0.015806619077920914
16,2,0.9,saved_models/model_U16_TS2_L2-0.9.keras,0.9006829857826233,0.007655374705791473,0.8709802031517029,0.01798599399626255,0.7066630125045776,0.01593710109591484
17,2,0.1,saved_models/model_U17_TS2_L2-0.1.keras,0.9115389585494995,0.006818597670644522,0.8780105710029602,0.01700592413544655,0.7056519985198975,0.015992028638720512
11,2,0.9,saved_models/model_U11_TS2_L2-0.9.keras,0.8750473856925964,0.00963137298822403,0.8531736135482788,0.020468318834900856,0.7043883204460144,0.016060685738921165
20,2,0.9,saved_models/model_U20_TS2_L2-0.9.keras,0.9090464115142822,0.0070107243955135345,0.8810270428657532,0.016585413366556168,0.703411340713501,0.01611376367509365
