neurons,neuros2,time_steps,l2_factor,model_file,R2_Train,MSE_Train,R2_Validation,MSE_Validation,R2_Test,MSE_Test
15,3,4,0.1,saved_models_2R/model_U15_U23_TS4_L2-0.1.keras,0.9245861172676086,0.005818196572363377,0.8633469343185425,0.019077882170677185,0.768185555934906,0.012606955133378506
12,2,3,0.1,saved_models_2R/model_U12_U22_TS3_L2-0.1.keras,0.9152985215187073,0.006531771272420883,0.8951646685600281,0.014625202864408493,0.7670772075653076,0.012660998851060867
10,7,4,0.9,saved_models_2R/model_U10_U27_TS4_L2-0.9.keras,0.9322351217269897,0.005228075664490461,0.9083871245384216,0.012789901345968246,0.7653597593307495,0.012760630808770657
14,11,4,0.1,saved_models_2R/model_U14_U211_TS4_L2-0.1.keras,0.9362326860427856,0.004919662140309811,0.8967272639274597,0.014417714439332485,0.7646666169166565,0.012798327952623367
11,5,4,0.9,saved_models_2R/model_U11_U25_TS4_L2-0.9.keras,0.9625023603439331,0.0028929489199072123,0.8942661285400391,0.01476130448281765,0.7606220245361328,0.013018290512263775
15,4,4,0.1,saved_models_2R/model_U15_U24_TS4_L2-0.1.keras,0.9314498901367188,0.005288657266646624,0.9104712605476379,0.012498944066464901,0.7584465146064758,0.013136601075530052
13,6,4,0.1,saved_models_2R/model_U13_U26_TS4_L2-0.1.keras,0.9243507981300354,0.005836350377649069,0.8923931121826172,0.01502279657870531,0.7580945491790771,0.013155743479728699
16,2,3,0.1,saved_models_2R/model_U16_U22_TS3_L2-0.1.keras,0.9804543852806091,0.001507265493273735,0.9063187837600708,0.013069135136902332,0.7538080215454102,0.01338227465748787
10,9,3,0.1,saved_models_2R/model_U10_U29_TS3_L2-0.1.keras,0.9240013360977173,0.005860649514943361,0.8597938418388367,0.01955965906381607,0.7537003755569458,0.013388125225901604
11,1,3,0.1,saved_models_2R/model_U11_U21_TS3_L2-0.1.keras,0.9501174092292786,0.0038467044942080975,0.8820818662643433,0.016450336202979088,0.7518290281295776,0.013489845208823681
12,3,3,0.1,saved_models_2R/model_U12_U23_TS3_L2-0.1.keras,0.9168933033943176,0.006408789195120335,0.8469648361206055,0.021349383518099785,0.7517297863960266,0.013495241291821003
15,8,4,0.1,saved_models_2R/model_U15_U28_TS4_L2-0.1.keras,0.94736647605896,0.004060688428580761,0.8859817385673523,0.015917878597974777,0.7510086894035339,0.013541096821427345
12,10,4,0.9,saved_models_2R/model_U12_U210_TS4_L2-0.9.keras,0.936139702796936,0.004926833789795637,0.9145777821540833,0.01192563772201538,0.748206377029419,0.013693499378859997
13,7,3,0.1,saved_models_2R/model_U13_U27_TS3_L2-0.1.keras,0.9286182522773743,0.0055046179331839085,0.8943820595741272,0.014734379015862942,0.7481644153594971,0.013689045794308186
11,8,4,0.1,saved_models_2R/model_U11_U28_TS4_L2-0.1.keras,0.9296354055404663,0.005428643897175789,0.8955956101417542,0.014575704000890255,0.7478363513946533,0.013713621534407139
17,11,3,0.1,saved_models_2R/model_U17_U211_TS3_L2-0.1.keras,0.9159599542617798,0.006480765528976917,0.8822606801986694,0.01642538793385029,0.7477540969848633,0.013711349107325077
12,3,4,0.9,saved_models_2R/model_U12_U23_TS4_L2-0.9.keras,0.9530401825904846,0.003622959367930889,0.8777446746826172,0.017067836597561836,0.7471699118614197,0.01374986581504345
16,2,4,0.1,saved_models_2R/model_U16_U22_TS4_L2-0.1.keras,0.9349496364593506,0.005018651019781828,0.8938181400299072,0.014823850244283676,0.7470022439956665,0.01375898253172636
15,3,3,0.1,saved_models_2R/model_U15_U23_TS3_L2-0.1.keras,0.9195581674575806,0.006203288212418556,0.8876161575317383,0.015678269788622856,0.7467235922813416,0.0137673644348979
10,6,4,0.9,saved_models_2R/model_U10_U26_TS4_L2-0.9.keras,0.9628097414970398,0.0028692344203591347,0.8860400915145874,0.015909727662801743,0.7464128732681274,0.013791034929454327
10,6,3,0.1,saved_models_2R/model_U10_U26_TS3_L2-0.1.keras,0.9206700325012207,0.006117545533925295,0.84795743227005,0.021210916340351105,0.7450209259986877,0.013859915547072887
12,10,3,0.9,saved_models_2R/model_U12_U210_TS3_L2-0.9.keras,0.9300324320793152,0.005395564250648022,0.866529107093811,0.018620042130351067,0.7449865341186523,0.01386178657412529
14,12,3,0.1,saved_models_2R/model_U14_U212_TS3_L2-0.1.keras,0.9294754266738892,0.005438515450805426,0.8723902106285095,0.01780238375067711,0.7448804378509521,0.01386755146086216
12,10,3,0.1,saved_models_2R/model_U12_U210_TS3_L2-0.1.keras,0.9231710433959961,0.00592467887327075,0.8576011657714844,0.019865551963448524,0.7447328567504883,0.013875573873519897
14,3,3,0.9,saved_models_2R/model_U14_U23_TS3_L2-0.9.keras,0.9214390516281128,0.006058243103325367,0.8943162560462952,0.014743560925126076,0.74349445104599,0.013942889869213104
14,11,3,0.9,saved_models_2R/model_U14_U211_TS3_L2-0.9.keras,0.9249315857887268,0.005788914859294891,0.8976945877075195,0.014272259548306465,0.743005633354187,0.013969458639621735
15,4,4,0.9,saved_models_2R/model_U15_U24_TS4_L2-0.9.keras,0.9414302110671997,0.004518669564276934,0.8881636261940002,0.015613265335559845,0.7429801225662231,0.013977722264826298
13,7,4,0.9,saved_models_2R/model_U13_U27_TS4_L2-0.9.keras,0.9197241067886353,0.006193301174789667,0.8990519046783447,0.014093178324401379,0.742035448551178,0.014029096812009811
10,9,4,0.9,saved_models_2R/model_U10_U29_TS4_L2-0.9.keras,0.9392637014389038,0.004685817286372185,0.8823636770248413,0.01642298884689808,0.7419981360435486,0.014031126163899899
13,6,4,0.9,saved_models_2R/model_U13_U26_TS4_L2-0.9.keras,0.931958794593811,0.005249395966529846,0.871344804763794,0.017961306497454643,0.7413166761398315,0.014068188145756721
15,8,3,0.9,saved_models_2R/model_U15_U28_TS3_L2-0.9.keras,0.9579561352729797,0.0032422207295894623,0.8812007308006287,0.016573261469602585,0.7394465804100037,0.014162921346724033
11,1,4,0.9,saved_models_2R/model_U11_U21_TS4_L2-0.9.keras,0.9375905394554138,0.004814901854842901,0.8764234781265259,0.01725229248404503,0.7393877506256104,0.014173086732625961
16,12,4,0.1,saved_models_2R/model_U16_U212_TS4_L2-0.1.keras,0.9367965459823608,0.004876158200204372,0.8743433356285095,0.01754269190132618,0.7376874685287476,0.014265556819736958
16,12,3,0.1,saved_models_2R/model_U16_U212_TS3_L2-0.1.keras,0.9229130744934082,0.005944573320448399,0.8746997117996216,0.017480196431279182,0.7368888854980469,0.014301951974630356
15,3,3,0.9,saved_models_2R/model_U15_U23_TS3_L2-0.9.keras,0.9242153167724609,0.0058441502042114735,0.8827629089355469,0.016355324536561966,0.7367788553237915,0.014307928271591663
15,8,4,0.9,saved_models_2R/model_U15_U28_TS4_L2-0.9.keras,0.9337939620018005,0.0051078093238174915,0.8715417385101318,0.017933819442987442,0.7365515232086182,0.0143273351714015
11,5,3,0.9,saved_models_2R/model_U11_U25_TS3_L2-0.9.keras,0.9262081980705261,0.005690469406545162,0.902372419834137,0.013619677163660526,0.7361547946929932,0.014341850765049458
12,10,4,0.1,saved_models_2R/model_U12_U210_TS4_L2-0.1.keras,0.9360406994819641,0.0049344757571816444,0.8527243733406067,0.02056087739765644,0.7361083626747131,0.014351435005664825
12,2,3,0.9,saved_models_2R/model_U12_U22_TS3_L2-0.9.keras,0.937832236289978,0.004794078879058361,0.9019808173179626,0.013674302957952023,0.7360718250274658,0.01434636116027832
10,9,3,0.9,saved_models_2R/model_U10_U29_TS3_L2-0.9.keras,0.9075104594230652,0.007132347673177719,0.8906911611557007,0.015249288640916348,0.7345096468925476,0.014431278221309185
11,8,3,0.1,saved_models_2R/model_U11_U28_TS3_L2-0.1.keras,0.9381839036941528,0.00476696016266942,0.8903149366378784,0.015301775187253952,0.7328193783760071,0.014523155987262726
13,7,3,0.9,saved_models_2R/model_U13_U27_TS3_L2-0.9.keras,0.9472730159759521,0.004066053312271833,0.8474330306053162,0.0212840735912323,0.7319258451461792,0.014571726322174072
16,14,4,0.9,saved_models_2R/model_U16_U214_TS4_L2-0.9.keras,0.9562804698944092,0.0033729691058397293,0.8772008419036865,0.01714375987648964,0.7318271398544312,0.014584262855350971
10,7,4,0.1,saved_models_2R/model_U10_U27_TS4_L2-0.1.keras,0.9343438148498535,0.005065390840172768,0.8719204664230347,0.017880946397781372,0.7317872047424316,0.01458643563091755
15,8,3,0.1,saved_models_2R/model_U15_U28_TS3_L2-0.1.keras,0.9366959929466248,0.004881701897829771,0.844165563583374,0.021739907562732697,0.7313784956932068,0.014601479284465313
13,7,4,0.9,saved_models_2R/model_U13_U27_TS4_L2-0.9.keras,0.9491488933563232,0.003923174925148487,0.8762866854667664,0.017271384596824646,0.7307457327842712,0.014643074944615364
11,5,3,0.1,saved_models_2R/model_U11_U25_TS3_L2-0.1.keras,0.9252535700798035,0.005764086730778217,0.8556416034698486,0.020138923078775406,0.7304737567901611,0.01465065497905016
16,14,3,0.1,saved_models_2R/model_U16_U214_TS3_L2-0.1.keras,0.9542945027351379,0.003524590050801635,0.8558334112167358,0.020112162455916405,0.7278629541397095,0.014792571775615215
16,14,3,0.9,saved_models_2R/model_U16_U214_TS3_L2-0.9.keras,0.9333329796791077,0.005141039378941059,0.8780825734138489,0.017008261755108833,0.7276833057403564,0.014802335761487484
14,11,4,0.9,saved_models_2R/model_U14_U211_TS4_L2-0.9.keras,0.9252798557281494,0.005764672998338938,0.9028812050819397,0.01355857215821743,0.725944995880127,0.01490415632724762
15,4,3,0.1,saved_models_2R/model_U15_U24_TS3_L2-0.1.keras,0.9247527122497559,0.005802708212286234,0.8908477425575256,0.015227441675961018,0.7259019613265991,0.014899165369570255
14,12,4,0.9,saved_models_2R/model_U14_U212_TS4_L2-0.9.keras,0.9623374342918396,0.0029056756757199764,0.8864668607711792,0.01585015095770359,0.7256418466567993,0.014920645393431187
16,2,4,0.9,saved_models_2R/model_U16_U22_TS4_L2-0.9.keras,0.8921545147895813,0.008320300839841366,0.8660473823547363,0.01870087906718254,0.7256155014038086,0.01492207869887352
10,6,4,0.1,saved_models_2R/model_U10_U26_TS4_L2-0.1.keras,0.9247851967811584,0.005802838131785393,0.8673661947250366,0.01851676031947136,0.7251424789428711,0.014947800897061825
15,4,3,0.9,saved_models_2R/model_U15_U24_TS3_L2-0.9.keras,0.9266341328620911,0.005657622590661049,0.893152117729187,0.014905966818332672,0.7249268293380737,0.014952173456549644
12,3,3,0.9,saved_models_2R/model_U12_U23_TS3_L2-0.9.keras,0.9127113223075867,0.006731282453984022,0.8992763757705688,0.014051590114831924,0.7211042642593384,0.01515995617955923
16,14,4,0.1,saved_models_2R/model_U16_U214_TS4_L2-0.1.keras,0.9266799688339233,0.005656654480844736,0.862652063369751,0.019174886867403984,0.7207536697387695,0.015186481177806854
16,2,3,0.9,saved_models_2R/model_U16_U22_TS3_L2-0.9.keras,0.9455821514129639,0.004196444060653448,0.832884669303894,0.02331365831196308,0.7182679772377014,0.015314127318561077
14,12,4,0.1,saved_models_2R/model_U14_U212_TS4_L2-0.1.keras,0.9507029056549072,0.0038032834418118,0.8819403648376465,0.01648208312690258,0.7173331379890442,0.015372502617537975
13,7,3,0.1,saved_models_2R/model_U13_U27_TS3_L2-0.1.keras,0.964836835861206,0.002711614826694131,0.9014235138893127,0.013752049766480923,0.7162419557571411,0.015424257144331932
11,8,4,0.9,saved_models_2R/model_U11_U28_TS4_L2-0.9.keras,0.9207123517990112,0.006117059383541346,0.8841215372085571,0.016177574172616005,0.7153729200363159,0.01547910925000906
11,1,4,0.1,saved_models_2R/model_U11_U21_TS4_L2-0.1.keras,0.9384403228759766,0.0047493427991867065,0.898350715637207,0.014191069640219212,0.6966009736061096,0.016499998047947884
